k,max_intra_cluster_distance_km
1219,173.13718354122707
1220,173.13718354122707
1221,173.13718354122707
1222,173.13718354122707
1223,173.13718354122707
1224,173.13718354122707
1225,173.13718354122707
1226,173.13718354122707
1227,173.13718354122707
1228,173.13718354122707
1229,173.13718354122707
1230,173.13718354122707
1231,173.13718354122707
1232,173.13718354122707
1233,173.13718354122707
1234,173.13718354122707
1235,173.13718354122707
1236,173.13718354122707
1237,173.13718354122707
1238,173.13718354122707
1239,173.13718354122707
1240,173.13718354122707
1241,173.13718354122707
1242,173.13718354122707
1243,173.13718354122707
1244,173.13718354122707
1245,173.13718354122707
1246,173.13718354122707
1247,173.13718354122707
1248,173.13718354122707
1249,173.13718354122707
1250,173.13718354122707
1251,173.13718354122707
1252,173.13718354122707
1253,173.13718354122707
1254,173.13718354122707
1255,173.13718354122707
1256,173.13718354122707
1257,173.13718354122707
1258,173.13718354122707
1259,173.13718354122707
1260,173.13718354122707
1261,173.13718354122707
1262,173.13718354122707
1263,173.13718354122707
1264,173.13718354122707
1265,173.13718354122707
1266,173.13718354122707
1267,173.13718354122707
1268,173.13718354122707
1269,173.13718354122707
1270,173.13718354122707
1271,173.13718354122707
1272,173.13718354122707
1273,173.13718354122707
1274,173.13718354122707
1275,173.13718354122707
1276,173.13718354122707
1277,173.13718354122707
1278,173.13718354122707
1279,173.13718354122707
1280,173.13718354122707
1281,173.13718354122707
1282,173.13718354122707
1283,151.74431456728655
1284,151.74431456728655
1285,151.74431456728655
1286,151.74431456728655
1287,151.74431456728655
1288,151.74431456728655
1289,151.74431456728655
1290,151.74431456728655
1291,151.74431456728655
1292,151.74431456728655
1293,151.74431456728655
1294,151.74431456728655
1295,151.74431456728655
1296,151.74431456728655
1297,151.74431456728655
1298,151.74431456728655
1299,151.74431456728655
1300,151.74431456728655
1301,151.74431456728655
1302,151.74431456728655
1303,151.74431456728655
1304,151.74431456728655
1305,151.74431456728655
1306,151.74431456728655
1307,151.74431456728655
1308,151.74431456728655
1309,151.74431456728655
1310,151.74431456728655
1311,151.74431456728655
1312,151.74431456728655
1313,151.74431456728655
1314,151.74431456728655
1315,151.74431456728655
1316,151.74431456728655
1317,151.74431456728655
1318,151.74431456728655
1319,151.74431456728655
1320,151.74431456728655
1321,151.74431456728655
1322,151.74431456728655
1323,151.74431456728655
1324,151.74431456728655
1325,151.74431456728655
1326,151.74431456728655
1327,151.74431456728655
1328,151.74431456728655
1329,151.74431456728655
1330,151.74431456728655
1331,151.74431456728655
1332,151.74431456728655
1333,151.74431456728655
1334,151.74431456728655
1335,151.74431456728655
1336,151.74431456728655
1337,151.74431456728655
1338,151.74431456728655
1339,151.74431456728655
1340,151.74431456728655
1341,151.74431456728655
1342,151.74431456728655
1343,151.74431456728655
1344,151.74431456728655
1345,151.74431456728655
1346,151.74431456728655
1347,151.74431456728655
1348,151.74431456728655
1349,151.74431456728655
1350,151.74431456728655
1351,151.74431456728655
1352,151.74431456728655
1353,151.74431456728655
1354,151.74431456728655
1355,151.74431456728655
