PWS.ID,Primary.Source,Service.Connections.Count,Longitude,Latitude,Population.2016,Population.2021,Population.Change,Maximum.contaminant.levels.violation,Treatment.technique.violation,Health.violation,Monitoring.and.reporting.violation,SAFER.STATUS,Physical_Consolidation_Type,Physical_Cluster_Number,Managerial_Consolidation_Type,Managerial_Cluster_Number
CA1910012,Purchased water,342,-118.14688872433916,33.87183163975471,1129,1129,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2035,Balanced_Merger,238
CA0310001,Purchased water,2185,-120.77236157365216,38.34862945015893,4613,4686,0.0158248428354649,0.0,0.0,0.0,0.0,Failing,No_Consolidation,2036,Balanced_Merger,587
CA5010006,Ground water,2065,-120.76240609827788,37.641457048855465,8686,8788,0.0117430347685931,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2037,Balanced_Merger,626
CA5010026,Ground water,180,-120.75162730673154,37.620221312557,565,597,0.0566371681415929,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2038,Balanced_Merger,626
CA5010042,Ground water,333,-120.7488468611667,37.63809451038014,1046,1079,0.031548757170172,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2039,Balanced_Merger,626
CA5010014,Ground water,7932,-120.8452500739134,37.76160441509319,21773,22348,0.0264088550039039,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2040,Direct_Acquisition,439
CA4900905,Ground water,15,-122.72322953465996,38.5223404316968,60,25,-0.5833333333333334,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2041,Balanced_Merger,583
CA5200255,Ground water,40,-122.20143503477291,39.93440540696256,85,112,0.3176470588235294,0.0,0.0,0.0,0.0,Potentially At-Risk,Joint_Merger,5,Joint_Merger,23
CA1910092,Ground water,13585,-118.1321721900756,34.0501397445894,62183,62183,0.0,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,2042,Balanced_Merger,621
CA4910009,Ground water,53106,-122.7002749983874,38.44796994506888,170236,173648,0.0200427641626917,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,2043,Direct_Acquisition,330
CA3200509,Ground water,53,-120.57822281589048,39.74548041815795,79,79,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2044,Balanced_Merger,364
CA3900831,Ground water,173,-121.2588721285774,38.1622553069426,340,340,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk,Balanced_Merger,81,Joint_Merger,6
CA1910213,Purchased water,26253,-118.33475042784124,33.83466679173403,145438,108649,-0.2529531484206328,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,2045,Balanced_Merger,622
CA5200559,Ground water,22,-122.06081890661696,39.93731255068091,30,25,-0.1666666666666666,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,2046,No_Consolidation,1186
CA3600400,Ground water,93,-117.1519248514808,34.494649638971865,180,180,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,37,Balanced_Merger,122
CA2700586,Ground water,162,-121.6178900150476,36.75462571843984,454,535,0.1784140969162995,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2047,Balanced_Merger,623
CA1510011,Ground water,411,-119.47075266332986,35.402041670623646,1266,1508,0.1911532385466035,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,2048,Direct_Acquisition,176
CA2701740,Ground water,44,-121.70691120128508,36.63956180634469,172,120,-0.3023255813953488,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2049,Balanced_Merger,624
CA4500015,Surface water,101,-122.31658198185325,41.14216376706208,252,252,0.0,0.0,1.0,1.0,0.0,Not At-Risk,No_Consolidation,2050,No_Consolidation,1187
CA4500028,Surface water,66,-122.28766265964865,41.179129521753325,218,218,0.0,2.0,0.0,2.0,0.0,At-Risk,No_Consolidation,2051,Balanced_Merger,625
CA4500317,Surface water,84,-122.6330812998612,40.710346559749695,277,277,0.0,2.0,0.0,2.0,0.0,Not At-Risk,No_Consolidation,2052,No_Consolidation,1188
CA4510004,Surface water,479,-122.23275849956514,40.70353191029024,1119,1119,0.0,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,2053,No_Consolidation,1189
CA4500006,Surface water,61,-122.39869021722654,40.85700741283046,160,160,0.0,0.0,0.0,0.0,1.0,Failing,No_Consolidation,2054,Balanced_Merger,588
CA2701822,Ground water,33,-121.74200950910802,36.55704366376124,80,92,0.15,0.0,0.0,0.0,2.0,Not At-Risk,No_Consolidation,2055,Balanced_Merger,543
CA2700612,Ground water,58,-121.74965741271753,36.56694508236973,162,162,0.0,10.0,0.0,10.0,0.0,Failing,No_Consolidation,2056,Balanced_Merger,543
CA5000071,Ground water,45,-120.69624030764662,37.82312983964477,112,112,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2057,Balanced_Merger,582
CA3610024,Ground water,27149,-116.9325483278695,34.293268405918944,92177,97846,0.0615012421753799,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2058,No_Consolidation,1190
CA4900901,Ground water,26,-122.51755513159776,38.32733244316215,80,80,0.0,0.0,0.0,0.0,1.0,At-Risk,No_Consolidation,2059,Direct_Acquisition,598
CA1910019,Purchased water,15752,-118.06844433127236,33.8681505766634,49041,49041,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2060,Balanced_Merger,589
CA5000058,Ground water,66,-120.98036482267511,37.354128214730736,80,120,0.5,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,2061,Direct_Acquisition,241
CA1000063,Ground water,35,-119.4935376894413,37.09165265555893,200,120,-0.4,0.0,0.0,0.0,1.0,Not At-Risk,Balanced_Merger,172,Balanced_Merger,497
CA1210004,Purchased water,9971,-124.1677744590325,40.781706586775215,28344,27078,-0.0446655376799322,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2062,Balanced_Merger,452
CA2300730,Surface water,73,-123.7820029619466,39.64006675939331,369,369,0.0,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,2063,No_Consolidation,1191
CA5710011,Ground water,352,-121.87807623296833,38.67736302350103,1142,1115,-0.0236427320490367,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,2064,No_Consolidation,1192
CA5700788,Ground water,96,-121.77415632060988,38.58670716974493,314,314,0.0,12.0,0.0,12.0,0.0,Failing,No_Consolidation,2065,Balanced_Merger,593
CA4900843,Ground water,54,-122.43031129369108,38.31325863588195,100,178,0.78,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2066,Direct_Acquisition,264
CA4010005,Purchased water,2203,-120.6136950487406,35.103490073233445,7289,7487,0.027164220057621,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2067,Balanced_Merger,148
CA5400529,Ground water,42,-119.01614887924,36.04350004043868,95,95,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,20,Joint_Merger,73
CA5000019,Ground water,182,-121.0364655297826,37.61007873942164,300,610,1.0333333333333334,1.0,0.0,1.0,0.0,Failing,No_Consolidation,2068,Balanced_Merger,495
CA5500092,Ground water,58,-120.28219693823247,38.0194620569651,72,52,-0.2777777777777778,1.0,0.0,1.0,0.0,Not At-Risk,Balanced_Merger,186,Balanced_Merger,544
CA4200580,Surface water,33,-119.79983899725543,34.49106566963074,120,120,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2069,Balanced_Merger,559
CA4200721,Surface water,23,-119.95599853747235,34.444173797832654,60,67,0.1166666666666666,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,2070,Balanced_Merger,595
CA1910006,Surface water,1886,-118.76054340267063,33.76925685567852,4096,4096,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2071,No_Consolidation,1193
CA4810800,Surface water,1,-121.97520455107318,38.321089217482175,9999,5100,-0.4899489948994899,1.0,0.0,1.0,0.0,Potentially At-Risk,No_Consolidation,2072,Balanced_Merger,596
CA3310802,Ground water,1864,-114.91656235526668,33.563144725987364,5850,6507,0.1123076923076923,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,2073,No_Consolidation,1194
CA2900546,Ground water,13,-121.100102838794,39.26620785142896,150,125,-0.1666666666666666,1.0,0.0,1.0,1.0,Potentially At-Risk,No_Consolidation,2074,No_Consolidation,1195
CA4010014,Ground water,4034,-121.09417911798177,35.56369019182437,6032,6032,0.0,0.0,1.0,1.0,0.0,Not At-Risk,No_Consolidation,2075,Direct_Acquisition,594
CA4600019,Ground water,135,-120.44125766275876,39.66494258923678,225,225,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2076,No_Consolidation,1196
CA2700740,Unknown source,16,-121.67368488819758,36.83027367374251,48,45,-0.0625,0.0,0.0,0.0,1.0,Not At-Risk,Balanced_Merger,205,Joint_Merger,22
CA2701705,Surface water,70,-121.5505311783305,36.23374905035316,150,150,0.0,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,2077,No_Consolidation,1197
CA3600262,Ground water,125,-117.65898949409174,34.236122186607616,600,600,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,206,Balanced_Merger,592
CA1910004,Ground water,10750,-118.07770841581936,33.84694985088396,47878,48150,0.0056811061447846,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2078,Balanced_Merger,589
CA1910011,Purchased water,7375,-118.1712201888654,33.968497018608936,58048,58269,0.0038071940463065,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2079,Balanced_Merger,279
CA1910030,Purchased water,9297,-118.39444712627976,34.00596209187174,36197,36364,0.0046136420145315,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2080,Balanced_Merger,435
CA1910072,Purchased water,1450,-118.23538560801916,33.91967581695614,10682,11069,0.0362291705673094,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,207,Balanced_Merger,271
CA1910077,Purchased water,9726,-118.243898647404,33.96944990462949,65182,66422,0.0190236568377773,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,2081,Balanced_Merger,115
CA1910098,Purchased water,9361,-118.06882599444631,33.922040021704404,44116,43903,-0.0048281802520627,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2082,Balanced_Merger,590
CA1910195,Ground water,1663,-118.16502851610402,33.917026201370994,7666,7691,0.0032611531437516,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2083,Balanced_Merger,547
CA4210700,Purchased water,1161,-120.55814551700038,34.71346547735714,14971,14971,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2084,No_Consolidation,1198
CA4900568,Ground water,23,-122.92460391863858,38.31747989829051,40,61,0.525,13.0,3.0,16.0,0.0,Failing,No_Consolidation,2085,Balanced_Merger,506
CA1500252,Ground water,47,-118.490400622227,35.59997225177968,47,47,0.0,0.0,0.0,0.0,0.0,Failing,Balanced_Merger,203,Balanced_Merger,591
CA5601104,Ground water,85,-119.30802913546196,34.36532641984186,229,238,0.0393013100436681,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,2086,Balanced_Merger,300
CA5102025,Ground water,13,-121.68749127962438,39.14236520277116,40,40,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2087,Balanced_Merger,390
CA4300630,Ground water,9,-121.5964550134843,37.12355418392899,36,28,-0.2222222222222222,1.0,0.0,1.0,14.0,At-Risk,No_Consolidation,2088,Balanced_Merger,243
CA2810004,Surface water,2681,-122.46807056904414,38.5042968411198,6065,6152,0.0143446001648804,5.0,1.0,6.0,0.0,Failing,No_Consolidation,2089,Balanced_Merger,187
CA1500571,Ground water,60,-118.21142864130148,34.86322328931207,73,73,0.0,18.0,0.0,18.0,0.0,Failing,No_Consolidation,2090,Direct_Acquisition,189
CA4000230,Ground water,54,-120.5593211697254,35.13560255051709,125,133,0.064,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,128,Joint_Merger,84
CA2701254,Surface water,177,-121.93896996645908,36.48459093439111,350,584,0.6685714285714286,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2091,No_Consolidation,1199
CA3410020,Surface water,142794,-121.46758894585336,38.56466377348653,486189,510931,0.0508896745915683,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,2092,Direct_Acquisition,597
CA4900587,Ground water,34,-122.62771364202686,38.45434377086462,100,112,0.12,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,2093,Direct_Acquisition,330
CA4200802,Ground water,31,-120.08271401414032,34.692891696042224,105,105,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2094,Balanced_Merger,423
CA2900523,Surface water,115,-120.77979750420702,39.35992710067176,330,330,0.0,0.0,1.0,1.0,3.0,At-Risk,No_Consolidation,2095,No_Consolidation,1200
CA1300616,Ground water,134,-114.7294108786934,33.42840023073687,410,410,0.0,0.0,0.0,0.0,3.0,At-Risk,No_Consolidation,2096,Balanced_Merger,607
CA4200807,Ground water,117,-120.0615241581216,34.68471038684193,350,350,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2097,Balanced_Merger,563
CA4200731,Ground water,17,-120.26602546687978,34.477915003351825,54,54,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2098,No_Consolidation,1201
CA4200678,Ground water,19,-120.3083289452498,34.48267048604254,45,38,-0.1555555555555555,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,204,Balanced_Merger,608
CA4200714,Ground water,23,-120.352947949268,34.469059749827835,50,43,-0.14,0.0,0.0,0.0,0.0,Potentially At-Risk,Balanced_Merger,204,Balanced_Merger,608
CA2900541,Ground water,16,-121.10182427939051,39.11779574703786,35,35,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,2099,No_Consolidation,1202
CA4200891,Ground water,47,-120.20891003028989,34.6474726446339,120,120,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2100,Direct_Acquisition,609
CA4200616,Ground water,95,-120.09373880240882,34.612877985331416,300,300,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Direct_Acquisition,107,Direct_Acquisition,345
CA4200881,Ground water,63,-120.07499426433095,34.66757548019836,210,210,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2101,Balanced_Merger,423
CA3700924,Ground water,123,-116.50272066647445,32.68010646903011,360,360,0.0,3.0,0.0,3.0,0.0,Failing,Balanced_Merger,212,Balanced_Merger,610
CA3200148,Ground water,21,-120.5440159228022,39.78567333822591,700,700,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2102,Balanced_Merger,611
CA2700772,Ground water,105,-121.77273762841904,36.83376089932393,166,166,0.0,3.0,0.0,3.0,0.0,Failing,Balanced_Merger,213,Balanced_Merger,612
CA1503526,Ground water,12,-118.93324060417076,35.322458452679165,29,29,0.0,1.0,0.0,1.0,0.0,Failing,Balanced_Merger,214,Balanced_Merger,150
CA2710850,Ground water,2769,-121.37733676044245,36.468909292565286,5500,5500,0.0,0.0,0.0,0.0,1.0,Not At-Risk,Balanced_Merger,180,Balanced_Merger,529
CA3710006,Surface water,26766,-117.0577067440692,33.130811384501655,145901,137941,-0.0545575424431635,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,2103,Direct_Acquisition,613
CA3110009,Surface water,1496,-121.034549583492,38.996360923983154,3640,4001,0.0991758241758241,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2104,Balanced_Merger,614
CA4100555,Ground water,35,-122.20355473862296,37.26259323623251,100,100,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2105,No_Consolidation,1203
CA5800828,Ground water,86,-121.5066754225021,39.14379391671661,185,185,0.0,0.0,0.0,0.0,22.0,Potentially At-Risk,No_Consolidation,2106,Direct_Acquisition,580
CA3500823,Ground water,48,-121.34412922586507,36.82146839302374,133,133,0.0,21.0,1.0,22.0,0.0,Failing,Balanced_Merger,143,Direct_Acquisition,416
CA1010003,Surface water,37474,-119.6874175844624,36.82556192999744,103871,120891,0.1638570919698472,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,2107,Balanced_Merger,606
CA1500443,Ground water,141,-118.464067692654,35.58770490478628,394,394,0.0,0.0,0.0,0.0,2.0,Failing,No_Consolidation,2108,Balanced_Merger,591
CA2000512,Ground water,85,-120.43718735598802,36.85617736806114,250,250,0.0,0.0,0.0,0.0,0.0,Failing,No_Consolidation,2109,Direct_Acquisition,599
CA5800820,Ground water,84,-121.3137745530361,39.196263727207466,200,200,0.0,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,2110,Balanced_Merger,600
CA3100023,Ground water,23,-121.10574890685908,38.88366562412675,59,59,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2111,Balanced_Merger,601
CA2600620,Ground water,116,-118.737526181517,37.567227210519846,225,366,0.6266666666666667,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,34,Joint_Merger,43
CA0900308,Ground water,52,-120.68673259019184,38.91704700755549,100,79,-0.21,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,2112,Balanced_Merger,602
CA2701553,Ground water,75,-121.66851996029334,36.818241716561566,216,216,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,50,Joint_Merger,29
CA3610085,Ground water,1214,-117.65819996171965,34.155386620014845,3371,3371,0.0,1.0,0.0,1.0,0.0,Not At-Risk,No_Consolidation,2113,Direct_Acquisition,603
CA3610002,Purchased water,931,-117.22875405637352,34.242189297514514,3000,2534,-0.1553333333333333,0.0,0.0,0.0,0.0,Failing,No_Consolidation,2114,Balanced_Merger,336
CA4900639,Ground water,18,-123.06653433299022,38.49991500015602,30,30,0.0,0.0,0.0,0.0,2.0,Failing,Balanced_Merger,208,Balanced_Merger,137
CA4210007,Surface water,4632,-119.6107253143062,34.43799651172996,13500,11428,-0.1534814814814814,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2115,Direct_Acquisition,604
CA4300615,Ground water,320,-121.66756467108556,37.05658773596748,508,508,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,120,Balanced_Merger,424
CA1000407,Ground water,20,-119.4219539828068,36.59227648996157,40,40,0.0,2.0,0.0,2.0,1.0,Not At-Risk,No_Consolidation,2116,Balanced_Merger,516
CA3610032,Ground water,1706,-114.61851028257148,34.81258348117759,3631,5183,0.4274304599283944,0.0,0.0,0.0,1.0,Failing,No_Consolidation,2117,No_Consolidation,1204
CA1910185,Purchased water,1384,-118.66480359522856,34.466427649881496,5137,5289,0.0295892544286548,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2118,No_Consolidation,1205
CA1910248,Purchased water,1484,-118.19023043289658,34.484855864923404,6492,6600,0.0166358595194085,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2119,No_Consolidation,1206
CA1910070,Purchased water,51516,-118.17689353688031,34.651256791938465,181293,187372,0.0335313553198413,0.0,0.0,0.0,0.0,Not Assessed,Direct_Acquisition,209,Balanced_Merger,295
CA1910203,Purchased water,2862,-117.9270510841918,34.54330580990928,10590,10854,0.0249291784702549,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2120,Balanced_Merger,605
CA3210001,Surface water,576,-120.89387780657894,40.112863022066186,1891,1129,-0.4029613960867266,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,2121,Balanced_Merger,466
CA3200510,Ground water,78,-120.91232391936676,40.0975445404603,258,258,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2122,Balanced_Merger,466
CA1910005,Purchased water,3624,-117.83490191231864,34.613525135015244,13670,13950,0.0204828090709583,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2123,Direct_Acquisition,310
CA5800824,Ground water,45,-121.59689884767836,39.21356741282614,50,50,0.0,1.0,0.0,1.0,0.0,Failing,No_Consolidation,2124,No_Consolidation,1207
CA1910051,Purchased water,15795,-118.34494818743822,33.95975706072032,86418,86584,0.0019208961096067,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2125,Balanced_Merger,435
CA1000069,Ground water,201,-119.3185066396656,37.10769212886491,345,345,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,210,Balanced_Merger,222
CA4500089,Ground water,27,-121.90145015622907,40.48848316345232,57,44,-0.2280701754385964,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,2126,Balanced_Merger,171
CA1000259,Ground water,77,-119.84807462519484,36.756454717063455,70,82,0.1714285714285714,0.0,0.0,0.0,2.0,Potentially At-Risk,Balanced_Merger,211,Balanced_Merger,234
CA5000072,Ground water,53,-120.83327105073715,37.48029079625092,49,148,2.020408163265306,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2127,Direct_Acquisition,257
CA3200127,Ground water,39,-120.89564245920386,40.08311881211491,33,33,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2128,Balanced_Merger,466
CA1900520,Ground water,34,-118.13493696382318,34.73400161618568,50,50,0.0,13.0,0.0,13.0,2.0,Failing,Balanced_Merger,115,Balanced_Merger,382
CA2010800,Ground water,656,-120.1565143596865,37.09079805044141,2800,2374,-0.1521428571428571,0.0,0.0,0.0,0.0,At-Risk,Balanced_Merger,108,Balanced_Merger,347
CA2310013,Ground water,234,-123.69322250003488,38.91151885834097,646,472,-0.2693498452012384,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2129,No_Consolidation,1208
CA3610052,Ground water,36668,-117.3675387805126,34.520834443387464,123795,124653,0.0069308130376832,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,2130,No_Consolidation,1209
CA3600446,Ground water,36,-117.20943151555204,34.24863765364604,25,25,0.0,0.0,0.0,0.0,1.0,Not At-Risk,Direct_Acquisition,101,Balanced_Merger,336
CA5000218,Ground water,23,-120.84881452985572,37.592333957876434,30,60,1.0,19.0,0.0,19.0,0.0,Failing,Balanced_Merger,33,Joint_Merger,49
CA4500200,Ground water,1,-122.25575934981411,40.3982002420865,125,120,-0.04,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2131,Balanced_Merger,132
CA1900523,Purchased water,253,-118.168536457835,34.63830294248895,749,749,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,119,Balanced_Merger,295
CA3500576,Ground water,10,-121.62708495339018,36.86134877548823,44,44,0.0,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,2132,Direct_Acquisition,468
CA2100579,Ground water,14,-122.7051135552339,38.06063790774671,51,43,-0.1568627450980392,5.0,0.0,5.0,2.0,Failing,No_Consolidation,2133,No_Consolidation,1210
CA3010047,Purchased water,2526,-117.77970769354415,33.77117019398364,5390,7236,0.3424860853432282,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2134,Balanced_Merger,188
CA3010035,Purchased water,12882,-117.85951177544412,33.88000232685627,36374,53965,0.4836146698191015,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2135,Balanced_Merger,467
CA3010022,Purchased water,27834,-118.03909575149449,33.80555101273381,114016,115128,0.0097530171204041,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,2136,Balanced_Merger,465
CA0110001,Surface water,86788,-122.02098856202,37.53804125396169,340000,351000,0.0323529411764705,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,2137,No_Consolidation,1211
CA1910027,Ground water,223,-117.76229795676996,34.70232812542918,782,811,0.0370843989769821,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2138,No_Consolidation,1212
CA1910075,Purchased water,250,-118.37630453880008,34.289774278697244,1102,559,-0.4927404718693285,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2139,Direct_Acquisition,457
CA1910204,Purchased water,7421,-118.69779027007628,34.06211061496561,31115,22077,-0.2904708340028925,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2140,No_Consolidation,1213
CA1910025,Purchased water,350,-117.88556070950442,34.48283002030224,1318,1326,0.0060698027314112,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2141,No_Consolidation,1214
CA3500825,Ground water,29,-121.42565003147472,36.83065346381135,98,98,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2142,Direct_Acquisition,316
CA4000200,Ground water,24,-120.71579030391382,35.270827622119306,85,85,0.0,0.0,0.0,0.0,3.0,Not At-Risk,Balanced_Merger,166,Balanced_Merger,458
CA3700962,Ground water,70,-116.99491155800972,33.16632287217706,100,100,0.0,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,2143,Balanced_Merger,459
CA0510011,Purchased water,301,-120.27332962189573,38.295919436932486,270,596,1.2074074074074077,1.0,0.0,1.0,0.0,Potentially At-Risk,No_Consolidation,2144,Balanced_Merger,268
CA3600139,Ground water,215,-116.87590299505705,34.42209061573772,855,710,-0.1695906432748538,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2145,Balanced_Merger,112
CA1510054,Ground water,275,-118.334306387893,35.190932833801355,638,642,0.006269592476489,1.0,0.0,1.0,1.0,Failing,Balanced_Merger,165,Balanced_Merger,460
CA1710015,Ground water,2490,-122.55779521306216,38.80616526672412,7038,8227,0.1689400397840295,0.0,0.0,0.0,0.0,At-Risk,No_Consolidation,2146,No_Consolidation,1215
CA1910024,Purchased water,11143,-117.71740343551085,34.11428291447174,37072,37580,0.0137030643072939,0.0,0.0,0.0,0.0,Not At-Risk,Direct_Acquisition,162,Balanced_Merger,461
CA1910142,Purchased water,16118,-117.82393545940371,34.097732236935336,55123,55338,0.0039003682673294,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2147,Balanced_Merger,462
CA1910212,Ground water,7514,-118.03005139139292,34.10352948561388,26277,27113,0.0318148951554591,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2148,Balanced_Merger,375
CA1910223,Purchased water,4956,-118.0987941064946,34.06216658866802,17046,27933,0.638683562126012,0.0,0.0,0.0,0.0,Potentially At-Risk,No_Consolidation,2149,Balanced_Merger,463
CA3700934,Ground water,101,-117.008327269614,33.34857419597109,120,193,0.6083333333333333,12.0,1.0,13.0,3.0,Failing,Balanced_Merger,163,Balanced_Merger,464
CA2100565,Ground water,17,-122.56312885469912,37.86658005172382,75,75,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2150,Balanced_Merger,434
CA3410032,Surface water,2790,-121.1562126795687,38.69450795992358,9500,5422,-0.4292631578947368,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2151,Direct_Acquisition,469
CA3110035,Surface water,568,-120.9677520080198,39.04386692013816,1500,1500,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2152,Balanced_Merger,282
CA3010001,Surface water,62109,-117.85934350598912,33.83836265130237,450000,365987,-0.1866955555555555,0.0,0.0,0.0,0.0,Not Assessed,No_Consolidation,2153,Balanced_Merger,467
CA4900599,Ground water,29,-122.67456263705536,38.48387980271362,100,100,0.0,0.0,0.0,0.0,0.0,Not At-Risk,Balanced_Merger,164,Joint_Merger,36
CA4700872,Surface water,46,-122.28560337018104,41.31676381456944,150,150,0.0,0.0,0.0,0.0,1.0,Not At-Risk,No_Consolidation,2154,Direct_Acquisition,157
CA4700551,Surface water,61,-122.28005169840225,41.966241288176896,181,181,0.0,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2155,No_Consolidation,1216
CA5610019,Purchased water,13979,-119.05193574779204,34.22575686883734,47183,40481,-0.1420426848653116,0.0,0.0,0.0,0.0,Not At-Risk,No_Consolidation,2156,Direct_Acquisition,478
